SrNo,id,name,jurisdiction,address,phone,general_phone,fax,website,twitter,twitter_handles,url,Updated URL,foia_logs,foia_portal,absolute_url,logo,facebook,linkedin,instagram,glassdoor,wikipedia,blog_or_news,open_data,github,yelp,YouTube,Flickr,Date of work,
605,4518,Utah Army National Guard,10,"Utah Army National Guard 
MSG Johnson 
Chief of Administrative Services, 
12953 S. Minuteman Drive 
Draper, Utah 84020",(801) 432-4139,,,http://www.ut.ngb.army.mil/html/default.aspx,UTNationalGuard,,http://www.ut.ngb.army.mil/foia/,,,,/agency/united-states-of-america-10/utah-army-national-guard-4518/,https://pbs.twimg.com/profile_images/2167506673/UTNG_Logo_400x400.jpg,http://www.facebook.com/utahnationalguard,https://www.linkedin.com/company/5918851/,,"https://www.glassdoor.co.in/Overview/Working-at-Utah-National-Guard-EI_IE275317.11,30.htm",https://en.wikipedia.org/wiki/Utah_Army_National_Guard,,,,,http://www.youtube.com/user/UtahNationalGuard,http://www.flickr.com/photos/utahnationalguard/sets,8-Jan-18,
606,93,Defense Security Service,10,"Defense Security Service (DSS) 
Office of FOIA and Privacy 
27130 Telegraph Rd., Quantico, VA 22134",,,571-305-6931,http://www.dss.mil/,DSSPublicAffair,,http://www.dss.mil/foia/foia_program.html,,,,/agency/united-states-of-america-10/defense-security-service-93/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/p200x200/378822_381699035242177_1481771069_n.png?oh=3580f655e6f9c79303c27498d1480ea7&oe=5ABE96FE,https://www.facebook.com/DSS.Stakeholders/,https://www.linkedin.com/company/90689/,,"https://www.glassdoor.co.in/Overview/Working-at-US-Defense-Security-Service-EI_IE41375.11,38.htm",https://en.wikipedia.org/wiki/Defense_Security_Service,,,,,,,8-Jan-18,
607,112,USTRANSCOM,10,"United States Transportation Command FOIA Requester Service Center 
ATTN: TCCS-IM 
508 Scott Drive, Building 1961 
Scott Air Force Base, IL 62225-5357",(618) 220-4100,,16182294711,https://www.ustranscom.mil/,US_TRANSCOM,,https://www.ustranscom.mil/foia/request-form.cfm,,https://www.ustranscom.mil/foia/reading-room.cfm,https://www.ustranscom.mil/foia/request-form.cfm,/agency/united-states-of-america-10/ustranscom-112/,https://pbs.twimg.com/profile_images/1618915304/34616_449021800019_368680505019_6416460_7330995_n_400x400.jpg,https://www.facebook.com/USTRANSCOM/,https://www.linkedin.com/company/71861/,,"https://www.glassdoor.com/Overview/Working-at-US-Transportation-Command-EI_IE41457.11,36.htm",https://en.wikipedia.org/wiki/United_States_Transportation_Command,,,,,,https://www.flickr.com/photos/ustranscom/,8-Jan-18,
608,106,USJFCOM,10,,,,,http://www.jten.mil/,,,,,,,/agency/united-states-of-america-10/usjfcom-106/,,,https://www.linkedin.com/company/35493/,,"https://www.glassdoor.co.in/Overview/Working-at-US-Joint-Forces-Command-EI_IE41406.11,34.htm",https://en.wikipedia.org/wiki/United_States_Joint_Forces_Command,,,,,,,8-Jan-18,
609,188,National Cancer Institute,10,"NCI FOIA Office 
Building 31, Room 10A48 
31 Center Drive 
Bethesda, MD 20892",13014962999,240-781-3340,13014352931,https://www.cancer.gov/,theNCI,,http://legislative.cancer.gov/foia,https://www.cancer.gov/policies/foia,,,/agency/united-states-of-america-10/national-cancer-institute-188/,https://pbs.twimg.com/profile_images/883052294945865729/1TckZQzv_400x400.jpg,https://www.facebook.com/cancer.gov,https://www.linkedin.com/company/3424/,https://www.instagram.com/nationalcancerinstitute/,"https://www.glassdoor.co.in/Overview/Working-at-National-Cancer-Institute-EI_IE17864.11,36.htm",https://en.wikipedia.org/wiki/National_Cancer_Institute,"https://www.cancer.gov/news-events,https://www.cancer.gov/news-events/cancer-currents-blog",,https://github.com/nci,,https://www.youtube.com/channel/UCRVdFy0DLWhIApG8LWDzV1w,,8-Jan-18,
610,4697,National Credit Union Administration,10,"National Credit Union Administration 
Office of General Counsel 
1775 Duke Street",703.518.6540,,703- 518-6569,https://www.ncua.gov/Pages/default.aspx,TheNCUA,,http://www.ncua.gov/resources/foia/Pages/default.aspx,,https://www.ncua.gov/services/Pages/freedom-of-information-act/requested-information.aspx,,/agency/united-states-of-america-10/national-credit-union-administration-4697/,https://www.ncua.gov/Style%20Library/MainTheme2017/images/common/headerLogo_320.png,https://www.facebook.com/NCUAgov,https://www.linkedin.com/company/ncua/,,"https://www.glassdoor.co.in/Overview/Working-at-NCUA-EI_IE41571.11,15.htm",https://en.wikipedia.org/wiki/National_Credit_Union_Administration,https://www.ncua.gov/newsroom/Pages/newsroom.aspx,,,,http://www.youtube.com/ncuachannel,https://www.flickr.com/photos/ncua/albums,8-Jan-18,
611,4058,"Equal Employment Opportunity Commission, San Antonio Field Office",10,,(210) 281-7680,,,https://www.eeoc.gov/field/sanantonio/,,,https://www.eeoc.gov/eeoc/foia/contact.cfm,,,,/agency/united-states-of-america-10/equal-employment-opportunity-commission-san-antonio-field-office-4058/,,,,,,,,,,,,,8-Jan-18,
612,213,"Department of Defense, Biometrics Identity Management Agency",10,"Biometrics Identity Management Agency 
ATTN: FOIA REQUESTS 
347 West Main Street 
Clarksburg, WV 26301",703-607-5000,,,,,,http://www.biometrics.dod.mil/PublicAffairs/FOIA/faq.aspx#6,,,,/agency/united-states-of-america-10/biometrics-identity-management-agency-213/,,,,,,,,,,,,,8-Jan-18,
613,205,"Bureau of Reclamation, Lower Colorado Region",10,"PO Box 61470, LC-5301 
Boulder City NV 89006-1470",702-293-8403,(702) 293-8020,702-293-8342,https://www.usbr.gov/lc/,,,http://www.usbr.gov/foia/contacts.html,,,,/agency/united-states-of-america-10/bureau-of-reclamation-lower-colorado-region-205/,,,,,,,,,,,,,8-Jan-18,
614,288,USDA Farm Services Agency,10,"FSA National FOIA/PA Office
Rm. 4070-South
Ag Stop 0506
Washington, DC 20250",(816) 926-6992,202-720-1598,(816) 448-5833,https://www.fsa.usda.gov/,usdafsa,,http://www.fsa.usda.gov/FSA/webapp?area=newsroom&subject=landing&topic=foi,,,,/agency/united-states-of-america-10/usda-farm-services-agency-288/,,,https://www.linkedin.com/company/6177057/,,"https://www.glassdoor.co.in/Overview/Working-at-US-Farm-Service-Agency-EI_IE41362.11,33.htm",https://en.wikipedia.org/wiki/Farm_Service_Agency,,,https://github.com/USDA-FSA,,,,8-Jan-18,
615,287,Office of Government Information Services,10,"Office of Government Information Services, Attn: NARA Office of General Counsel 
8601 Adelphi Road 
College Park, MD 20740-6001",877-684-6448,202-741-5770,202-741-5769,https://www.archives.gov/ogis,,,https://ogis.archives.gov/,,,,/agency/united-states-of-america-10/office-of-government-information-services-287/,,,https://www.linkedin.com/company/6765001/,,,,,,,,,,8-Jan-18,
616,280,Navy Office of Information - West,10,"10880 Wilshire Blvd., Suite 1220 
Los Angeles, CA 90024-4113",310-235-7481,,310-235-7856,http://www.navy.mil/local/navinfowest/,,,https://www.chinfo.navy.mil/navinfo/navinfowest.html,,,,/agency/united-states-of-america-10/navy-office-of-information-west-280/,,https://www.facebook/navinfowest,,https://www.instagram.com/navyinfowest/,,https://en.wikipedia.org/wiki/Navy_Office_of_Information_West,,,,,,https://www.flickr.com/photos/navinfowest/,8-Jan-18,
617,223,Federal Retirement Thrift Investment Board,10,"1250 H Street, N.W., 
Washington, D.C. 20005-5985",202-942-1660,,202-942-1676,https://www.frtib.gov/,,,http://www.frtib.gov/FOIA/index.html,,,,/agency/united-states-of-america-10/federal-retirement-thrift-investment-board-223/,https://www.frtib.gov/_files/images/logo.jpg,,https://www.linkedin.com/company/1113601/,,"https://www.glassdoor.co.in/Overview/Working-at-FRTIB-EI_IE816868.11,16.htm",https://en.wikipedia.org/wiki/Federal_Retirement_Thrift_Investment_Board,,,,,,,8-Jan-18,
618,4653,Architect of the Capitol,10,"U.S. Capitol Building 
Room SB-15 
Washington, DC 20515",202-228-1793,,,http://www.dc.state.fl.us/orginfo/pubaff.html,uscapitol,,,,,,/agency/united-states-of-america-10/architect-of-the-capitol-4653/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/p200x200/376132_325144920846540_612543551_n.jpg?oh=5c3b54cdd3a4cf53d9d6c87d5c79c711&oe=5AF19EC2,https://www.facebook.com/ArchitectoftheCapitol,https://www.linkedin.com/company/27717/,https://www.instagram.com/uscapitol/,"https://www.glassdoor.co.in/Overview/Working-at-AOC-Architect-of-the-Capitol-EI_IE41630.11,39.htm",https://en.wikipedia.org/wiki/Architect_of_the_Capitol,"https://www.aoc.gov/blog, https://www.aoc.gov/news",,,,http://www.youtube.com/user/AOCgov,http://www.flickr.com/photos/uscapitol/,8-Jan-18,
619,328,INTERPOL Washington (U.S. National Central Bureau),10,"INTERPOL Washington 
U.S. Department of Justice 
Washington, DC 20530-0001 
Attention: Office of General Counsel",202-353-0803,  (202) 616-0201,,https://www.justice.gov/interpol-washington/contact-agency,,,http://www.justice.gov/interpol-washington/foia.html,,https://www.justice.gov/interpol-washington/foia-library,,/agency/united-states-of-america-10/interpol-washington-328/,,,,,,,,,,,,,8-Jan-18,
620,399,"Department of Energy, Idaho National Laboratory",10,"Mr. Clayton Ogilvie 
FOIA Officer, DOE-Idaho Operations Office 
1955 Freemont Ave. 
Idaho Falls, ID 83415-1203",208-526-5190,,,https://www.inl.gov/,INL,,http://www.id.energy.gov/foia/,,,,/agency/united-states-of-america-10/department-energy-idaho-national-laboratory-399/,https://pbs.twimg.com/profile_images/566298269613977600/g0K_w8rl_400x400.png,https://www.facebook.com/IdahoNationalLaboratory,https://www.linkedin.com/company/12293/,https://www.instagram.com/idaho_national_lab/,,https://en.wikipedia.org/wiki/Idaho_National_Laboratory,https://www.inl.gov/news/,,https://github.com/idaholab,,https://www.youtube.com/user/IdahoNationalLab,https://www.flickr.com/photos/inl/,8-Jan-18,
621,402,Federal Financial Institutions Examinations Council,10,"FFIEC 
Attn: Executive Secretary 
3501 Fairfax Drive, Room B-7081a 
Arlington, VA, 22226-3550",,,703-562-6446,https://www.ffiec.gov/,,,http://www.ffiec.gov/foia.htm,,https://www.ffiec.gov/reports.htm#foia,,/agency/united-states-of-america-10/federal-financial-institutions-examinations-council-402/,,,https://www.linkedin.com/company/8237195/,,"https://www.glassdoor.co.in/Overview/Working-at-FFIEC-EI_IE41702.11,16.htm",https://en.wikipedia.org/wiki/Federal_Financial_Institutions_Examination_Council,https://www.ffiec.gov/press.htm,https://cdr.ffiec.gov/public/,,,,,8-Jan-18,
622,4656,Air Force Audit Agency,10,"SAF/AGA 
Attn: FOIA Manager 
1120 Air Force Pentagon Suite 4E211 
Washington DC 20330-1120",(703) 693-4235,(240) 612-5120,(703) 695-6918,http://www.afaa.af.mil/,,,http://www.afaa.af.mil/foia.asp,,,,/agency/united-states-of-america-10/air-force-audit-agency-4656/,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Air_Force_Audit_Agency.png/200px-Air_Force_Audit_Agency.png,,https://www.linkedin.com/company/8045013/,,"https://www.glassdoor.co.in/Overview/Working-at-AFAA-EI_IE348458.11,15.htm",https://en.wikipedia.org/wiki/Air_Force_Audit_Agency,,,,,,,8-Jan-18,
623,784,Food Safety and Inspection Service,10,"FSIS Freedom of Information Act Office 
Room 1140-South Building 
14th and Independence Avenue, SW 
Washington, DC 20250-3700",(202) 720-2109,,(202) 690-3023,https://www.fsis.usda.gov/wps/portal/fsis/home,USDAFoodSafety,,http://www.fsis.usda.gov/foia/index.asp,,https://www.fsis.usda.gov/wps/portal/footer/policies-and-links/freedom-of-information-act/fsis-electronic-reading-room/fsis-electronic-reading-room,,/agency/united-states-of-america-10/food-safety-and-inspection-service-784/,,,https://www.linkedin.com/company/usda-fsis/,,"https://www.glassdoor.co.in/Overview/Working-at-US-Food-Safety-and-Inspection-Service-EI_IE41387.11,48.htm",https://en.wikipedia.org/wiki/Food_Safety_and_Inspection_Service,,,,,,,8-Jan-18,
624,889,Air Force Space Command (AFSPC),10,"HQ AFSPC/A6XR (FOIA) 
150 Vandenberg St, Ste 1105 
Peterson AFB, CO 80914-4160",719-554-2503,,,http://www.afspc.af.mil/,AFSpace,,http://www.afspc.af.mil/library/foia.asp,,,,/agency/united-states-of-america-10/air-force-space-command-afspc-889/,https://pbs.twimg.com/profile_images/109871904/AFG-070606-018_400x400.jpg,https://www.facebook.com/AirForceSpaceCommand/,https://www.linkedin.com/company/298473/,,,https://en.wikipedia.org/wiki/Air_Force_Space_Command,,,,,http://www.youtube.com/user/airforcespacecommand,,8-Jan-18,
625,745,Air National Guard,10,"Air National Guard FOIA 
ATTN: NGB-JA/OIP 
111 South George Mason Drive, AH2 
Arlington VA 22204-1373",(571) 256-7838,,(703) 607-3684,http://www.ang.af.mil/,GoAirGuard,,http://www.ang.af.mil/foia/,,,,/agency/united-states-of-america-10/air-national-guard-745/,,https://www.facebook.com/AirNationalGuard,,,"https://www.glassdoor.co.in/Overview/Working-at-Air-National-Guard-EI_IE322999.11,29.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Air_National_Guard,http://www.ang.af.mil/News/,,,,https://www.youtube.com/channel/UCfOi3DE1vO5ZWB0vfGSi0uQ,https://www.flickr.com/photos/airnationalguard,8-Jan-18,
626,907,"NASA, Goddard Space Flight Center",10,"NASA Goddard Space Flight Center 
Freedom of Information Office 
Code 130 
Greenbelt, Maryland 20771",301-286-4721,,301-286-1712,https://www.nasa.gov/goddard,NASAGoddard,,http://www.nasa.gov/centers/goddard/business/foia/e-foia.html#efoia,,,,/agency/united-states-of-america-10/goddard-space-flight-center-907/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/p200x200/20953881_10156517130695898_8902910181130681163_n.png?oh=978d4658e7c112663de2dfe7e9cc4529&oe=5AEB5856,https://www.facebook.com/NASAGoddard/,https://www.linkedin.com/company/2000/,,"https://www.glassdoor.co.in/Overview/Working-at-NASA-Goddard-Space-Flight-Center-EI_IE642397.11,43.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Goddard_Space_Flight_Center,https://www.nasa.gov/centers/goddard/news/all-stories,,,,https://www.youtube.com/channel/UCAY-SMFNfynqz1bdoaV8BeQ,https://www.flickr.com/photos/24662369@N07/,8-Jan-18,
627,3538,U.S. Army Aviation and Missile Life Cycle Management Command,10,"AMCOM FOIA Officer 
U.S. Army Aviation and Missile Command 
Knowledge Management Services 
AMSAM-CIG-K 
ATTN: AMCOM FOIA Office 
Building 5301, 3rd Floor 
Redstone Arsenal, AL 35898",(256) 313-2595,,(256) 842-9885,https://www.army.mil/info/organization/unitsandcommands/commandstructure/amcom,USARMYAMCOM,,http://amcomdmz.redstone.army.mil/foia/foia.html,,,,/agency/united-states-of-america-10/us-army-aviation-and-missile-life-cycle-management-command-3538/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/c1.0.200.200/p200x200/10978691_10153079716043430_4708605074353855112_n.jpg?oh=96a03c78632b8b45612d3f1d61e5d825&oe=5AF17A04,https://www.facebook.com/USARMYAMCOM,,,,https://en.wikipedia.org/wiki/United_States_Army_Aviation_and_Missile_Command,,,,,https://www.youtube.com/USARMYAMCOM,https://www.flickr.com/USARMYAMCOM,8-Jan-18,
628,2605,Armed Forces Retirement Home,10,"AFRH 
#580 
3700 N. Capitol St. NW 
Washington, DC 20011-8400",202-541-7554,,202.541.7508,https://www.afrh.gov/,,,https://www.afrh.gov/afrh/foia.htm,,,,/agency/united-states-of-america-10/armed-forces-retirement-home-2605/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/p200x200/11703198_769333366498967_2986984011040089250_n.jpg?oh=6526afa9350d6b93c6e2fd20f925b7cc&oe=5AB7A877,https://www.facebook.com/AFRH.gov/,https://www.facebook.com/AFRH.gov/,,"https://www.glassdoor.co.in/Overview/Working-at-US-Armed-Forces-Retirement-Home-EI_IE41296.11,42.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Armed_Forces_Retirement_Home,,,,https://www.yelp.com/biz/armed-force-retirement-home-washington,,,8-Jan-18,
629,2359,National Endowment for the Humanities,10,"National Endowment for the Humanities 
Freedom of Information Act Officer 
1100 Pennsylvania Avenue, N.W., Room 529 
Washington, D.C. 20506",202-606-8322,,202-606-8600,https://www.neh.gov/,NEHgov,,http://www.neh.gov/about/foia/how-to-submit-foia-request#questions,,https://www.neh.gov/about/foia/library,,/agency/united-states-of-america-10/national-endowment-for-the-humanities-2359/,https://pbs.twimg.com/profile_images/801469791147991040/bjAZzYdT_400x400.jpg,https://www.facebook.com/nehgov/,https://www.linkedin.com/company/59920/,https://www.instagram.com/nehgov/,"https://www.glassdoor.co.in/Overview/Working-at-NEH-EI_IE41535.11,14.htm?countryRedirect=true",https://en.wikipedia.org/wiki/National_Endowment_for_the_Humanities,https://www.neh.gov/news,https://www.neh.gov/about/legal/open-government,,https://www.yelp.com/biz/national-endowment-for-the-humanities-washington-2,https://www.youtube.com/user/NEHgov,,8-Jan-18,
630,2474,Recovery Accountability and Transparency Board,10,"FOIA Officer, 1717 Pennsylvania Avenue 
N.W., Suite 700 
Washington, D.C. 20006",,,202-254-7970,,,,http://www.recovery.gov/Pages/foia.aspx,,,,/agency/united-states-of-america-10/recovery-accountability-and-transparency-board-2474/,,,https://www.linkedin.com/company/417899/,,,https://en.wikipedia.org/wiki/Recovery_Accountability_and_Transparency_Board,,,,,,,8-Jan-18,
631,2436,United States Chemical Safety and Hazard Investigation Board,10,"FOIA Officer 
United States Chemical Safety and Hazard Investigation Board 
2175 K Street, NW, Suite 400 
Washington, DC 20037-1809",202-261-7600,,202-261-7650,http://www.csb.gov/,chemsafetyboard,,http://www.csb.gov/contact/,,http://www.csb.gov/disclaimers/legal-affairs-foia/,,/agency/united-states-of-america-10/united-states-chemical-safety-and-hazard-investigation-board-2436/,,http://www.facebook.com/pages/US-Chemical-Safety-Board/236364469761886,https://www.linkedin.com/company/united-states-chemical-safety-and-hazard-investigation-board/,,,https://en.wikipedia.org/wiki/U.S._Chemical_Safety_and_Hazard_Investigation_Board,,,,,http://www.youtube.com/profile?user=USCSB,,8-Jan-18,
632,2527,National Response Center,10,"United States Coast Guard 
Commandant (CG-611) 
2100 2nd Street, Southwest, Stop 7101 
Washington, D.C. 20593-7101",,,,http://nrc.uscg.mil/,,,http://www.nrc.uscg.mil/foia.html,,,,/agency/united-states-of-america-10/national-response-center-2527/,,,,,,,,,,,,,8-Jan-18,
633,2591,National Institute on Drug Abuse (NIDA),10,"National Institute on Drug Abuse (NIDA) 
Room 5230 
6001 Executive Blvd. 
Rockville, MD 20852",301-443-6036,,301-480-2485,https://www.drugabuse.gov/,NIDAnews,,http://www.nih.gov/icd/od/foia/coord.htm,,https://www.nih.gov/institutes-nih/nih-office-director/office-communications-public-liaison/freedom-information-act-office/nih-foia-log,,/agency/united-states-of-america-10/national-institute-drug-abuse-nida-2591/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/c8.0.200.200/p200x200/574819_10151467419728571_858226277_n.jpg?oh=7c62f0a9c97c585192995ed31c2f1f09&oe=5AC0864E,https://www.facebook.com/NIDANIH,https://www.linkedin.com/company/the-national-institute-on-drug-abuse-nida/,,"https://www.glassdoor.co.in/Overview/Working-at-National-Institute-on-Drug-Abuse-NIDA-EI_IE41516.11,48.htm",https://en.wikipedia.org/wiki/National_Institute_on_Drug_Abuse,,,https://github.com/nih-nida,,https://www.youtube.com/channel/UCfXHx9qyqeB3ezHQnHk8zXA,https://www.flickr.com/photos/nida-nih/collections/,8-Jan-18,
634,607,U.S. Mint,10,"Disclosure Officer, United States Mint 
801 9th Street, N.W., 8th Floor, Washington, D.C. 20220",,,,https://www.usmint.gov/,usmint,,http://www.usmint.gov/foia/,,https://www.usmint.gov/foia/reading-room,https://www.treasury.gov/foia/pages/gofoia.aspx,/agency/united-states-of-america-10/us-mint-607/,https://pbs.twimg.com/profile_images/948158604770725888/7K6sXfdM_400x400.jpg,https://www.facebook.com/UnitedStatesMint,https://www.linkedin.com/company/5065/,,"https://www.glassdoor.co.in/Overview/Working-at-US-Mint-EI_IE41437.11,18.htm?countryRedirect=true",https://en.wikipedia.org/wiki/United_States_Mint,"http://mintnewsblog.com/,https://www.usmint.gov/news",,,,https://www.youtube.com/channel/UC5nq6_7FAavGan-ZBgHCKyg,,8-Jan-18,
635,4664,Mine Safety and Health Administration,10,"U.S. Department of Labor - MSHA 
FOIA Officer 
1100 Wilson Blvd., Room 2314 
Arlington, VA 22209-3939",202-693-9440,,202- 693-9441,http://www.msha.gov/,MSHA_DOL,,http://www.msha.gov/readroom/FOIARequest.asp,,https://arlweb.msha.gov/readroom/FOIAarchive.asp,,/agency/united-states-of-america-10/mine-safety-and-health-administration-4664/,,,,,"https://www.glassdoor.co.in/Overview/Working-at-US-Mine-Safety-and-Health-Administration-EI_IE41308.11,51.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Mine_Safety_and_Health_Administration,"https://blog.dol.gov/tag/mine-safety-and-health-administration, https://www.msha.gov/news-media/news-releases",https://www.msha.gov/data-reports,,,,,8-Jan-18,
636,711,"Army, 780th Military Intelligence Brigade",10,"INSCOM 
ATTN: IAMG-C-FOI 
4552 Pike Road 
Fort Meade, MD 
20755-5995",(703) 428-4965,,(301) 677-2956,,,,http://www.inscom.army.mil/FOIA/,,,,/agency/united-states-of-america-10/army-780th-military-intelligence-brigade-711/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/c0.11.200.200/p200x200/578461_278259542285439_1799243998_n.png?oh=dab282b41d589b60d293fc7f96e9965e&oe=5AEFC9C5,https://www.facebook.com/780th-Military-Intelligence-Brigade-266435183467875/?hc_ref=ARSI_1Yz7PaKdvTPeuVhiNKvkw7UhACDKjawYWfz5oVg4310oKlUT7hrrpXNSZTYaLQ&fref=nf,,,,https://en.wikipedia.org/wiki/780th_Military_Intelligence_Brigade_(United_States),,,,,,,8-Jan-18,
637,3593,US Navy Office of Civil Human Resources,10,"OCHR FOIA Requester Service Center 
614 Slcard Street, Suite 100 
Washington, DC 20374",2026856411,(202) 685-6415,2026856616,http://www.secnav.navy.mil/donhr/Pages/Default.aspx,,,http://www.secnav.navy.mil/donhr/Site/Pages/FOIA.aspx,,,,/agency/united-states-of-america-10/us-navy-office-civil-human-resources-3593/,,https://www.facebook.com/NavyOCHR,,,,,,,,,,,8-Jan-18,
638,431,"US Army, Office of the Judge Advocate General",10,"Office of the Judge Advocate General 
ATTN: DAJA-ZX 
2200 ARMY PENTAGON, RM 1E739 
WASHINGTON, DC 20310-2200",(571) 256-2905,,(571) 256-2940,https://www.army.mil/jagc,,,https://www.jagcnet.army.mil/FOIA,,,,/agency/united-states-of-america-10/office-of-the-judge-advocate-general-431/,,,,,,https://en.wikipedia.org/wiki/Judge_Advocate_General_of_the_United_States_Army,,,,,https://www.youtube.com/channel/UCRX9s2LWpxLKJx3t0fl41MA,,8-Jan-18,
639,2375,Federal Deposit Insurance Corporation,10,"FDIC, Legal Division 
FOIA/PA Group, 550 
17th Street, N.W. 
Washington, D.C. 20429",,,703-562-2797,https://www.fdic.gov/,FDICgov,,http://www.fdic.gov/about/freedom/guide.html,,https://www.fdic.gov/about/freedom/readingroom.html,https://efoiarequest.fdic.gov/,/agency/united-states-of-america-10/federal-deposit-insurance-corporation-2375/,https://scontent.famd1-1.fna.fbcdn.net/v/t1.0-1/522111_10150645188387252_1100753845_n.jpg?oh=e2dfe7d806ae7f23ba750826a1a37b0e&oe=5AF37F41,https://www.facebook.com/FDICgov/,https://www.linkedin.com/company/fdic/,,"https://www.glassdoor.co.in/Overview/Working-at-FDIC-EI_IE18376.11,15.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Federal_Deposit_Insurance_Corporation,https://www.fdic.gov/news/,,,,,,8-Jan-18,
640,941,US Army Forces Command (FORSCOM),10,"US Army Forces Command 
ATTN: AFIT-PRD(FOIA) 
4700 Knox Street 
Fort Bragg, NC 28310-5000",910-570-5613,,910-570-1552,https://www.forscom.army.mil/,FORSCOM,,http://www.forscom.army.mil/FOIA/default.htm,,,,/agency/united-states-of-america-10/us-army-forces-command-forscom-941/,https://pbs.twimg.com/profile_images/378800000591238692/6df4c5ad14bd58239ca6eefa87d901fe_400x400.jpeg,https://www.facebook.com/FORSCOM/,,,,https://en.wikipedia.org/wiki/United_States_Army_Forces_Command,,,,,,,8-Jan-18,
641,204,"Air Force, 25th Air Force",10,"25AF/A6OD 
Attn: 25 AF FOIA Manager 
102 Hall Blvd, Ste 246 
San Antonio, TX 78243",(210) 977-4566,,(210) 977-6757,http://www.25af.af.mil/,25thAirForce,,http://www.25af.af.mil/library/foia.asp,,,,/agency/united-states-of-america-10/air-force-25-air-force-intelligence-204/,https://yt3.ggpht.com/-iBmlaEIrIt0/AAAAAAAAAAI/AAAAAAAAAAA/6iV-MoeUG7Q/s288-c-k-no-mo-rj-c0xffffff/photo.jpg,https://www.facebook.com/25thAirForce/,,,"https://www.glassdoor.co.in/Overview/Working-at-25th-Air-Force-EI_IE1720764.11,25.htm",https://en.wikipedia.org/wiki/Twenty-Fifth_Air_Force,http://www.25af.af.mil/News/,,,,https://www.youtube.com/channel/UCxhufaKVOP6_MNxH2zlZB5w,,8-Jan-18,
642,2401,General Services Administration Office of Inspector General,10,"OIG Freedom of Information Act Officer 
GSA Office of Inspector General 
1800 F Street, NW, Room 5326 (JC) 
Washington, DC 20405;",,,202-501-0414,https://www.gsaig.gov/,GSA_OIG,,http://www.gsaig.gov/index.cfm/foia/,,https://www.gsaig.gov/FOIA-Reading-Room,,/agency/united-states-of-america-10/general-services-administration-office-of-inspector-general-2401/,https://pbs.twimg.com/profile_images/482596739749146624/p6PPHFF6_400x400.jpeg,,,,"https://www.glassdoor.co.in/Overview/Working-at-GSA-Office-of-Inspector-General-EI_IE542188.11,42.htm?countryRedirect=true",,,,,,,,8-Jan-18,
643,2637,Bureau of Public Debt,10,"Bureau of the Public Debt 
FOIA Request 
200 Third Street, Avery A4-A 
Parkersburg, WV 26106",,,,https://www.treasury.gov/about/organizational-structure/offices/General-Counsel/Pages/bpd.aspx,,,http://www.publicdebt.treas.gov/,,,,/agency/united-states-of-america-10/bureau-public-debt-2637/,,,https://www.linkedin.com/company/8808350/,,"https://www.glassdoor.co.in/Overview/Working-at-Bureau-of-Public-Debt-EI_IE41494.11,32.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Bureau_of_the_Public_Debt,,,,,,,8-Jan-18,
644,2638,Millennium Challenge Corporation,10,"Millennium Challenge Corporation 
Attn: FOIA Office 
875 Fifteenth Street NW 
Washington, DC 20005",,,,https://www.mcc.gov/,MCCgov,,http://mcc.gov/,https://www.mcc.gov/resources/foia/requests,,,/agency/united-states-of-america-10/millennium-challenge-corporation-2638/,https://pbs.twimg.com/profile_images/656475318354595840/_IjSvvVX_400x400.jpg,https://www.facebook.com/MillenniumChallengeCorp,https://www.linkedin.com/company/422211/,https://instagram.com/mccgovus/,"https://www.glassdoor.co.in/Overview/Working-at-Millennium-Challenge-EI_IE41528.11,31.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Millennium_Challenge_Corporation,"https://www.mcc.gov/blog, https://www.mcc.gov/news-and-events/releases",https://www.mcc.gov/initiatives/initiative/open,https://github.com/mcc-gov,,https://www.youtube.com/user/millenniumchallenge,https://www.flickr.com/photos/136328675@N08/,8-Jan-18,
645,3037,"Census Bureau, New York Regional Office (New England)",10,"395 Hudson Street, Suite 800 
New York, NY 10014",(212) 584-3400,,(212) 478-4800,,,,http://www.census.gov/regions/new_york/,,,,/agency/united-states-of-america-10/census-bureau-new-york-regional-office-new-england-3037/,,,,,,,,,,,,,8-Jan-18,
